spatial,temporal,tod,dow,LOC,POA,MOA,TIMERANGE,y
0.3134452728577173,11.553945251152795,8.476912724470488,2.091888082180573,1,0,1,10,1
33.635247985487204,31.27541429411696,6.169848827584572,3.071807928105262,0,0,0,18.333333333333332,0
25.491830206052338,69.58680555555527,9.916666666666663,0.1736111111111136,0,1,0,0,0
28.10031775843775,22.853800898415013,3.5296920318349385,1.537828676192845,0,0,1,8,0
4.460699690960011,53.82370900233181,4.5082901878655255,3.097818775446681,0,0,0,12,0
18.148558680061473,53.94374999999906,1.3499999999999903,2.1124999999999745,0,0,0,0,0
7.07285968277406,325.4073390997386,7.007147123055998,3.1545596685855393,0,0,1,17,0
23.571211218808862,35.877529591540736,3.007803450863459,0.606696258207381,1,1,1,7.25,0
17.17935648119206,90.38541680149558,9.25000323589126,1.2291665318378657,0,0,0,0,0
18.647125564638458,324.14583333333275,3.5,1.2916666666666703,0,1,0,0,0
21.559933864892706,132.90632568432594,2.24818357617734,0.19784098234072198,1,0,0,0.5,0
17.680416907216703,296.2294046946733,5.781630783428924,2.132182472450864,0,0,0,15.5,0
15.903148508363131,61.19873854419928,4.7697250607554755,1.4123725669129366,0,1,0,9,0
4.920090893223016,48.6701388888899,7.9166666666667815,0.34027777777777285,1,0,0,0,0
14.150913806529964,18.597578811264242,5.855312965940917,2.2187121397589196,0,1,0,74.5,0
18.978112387559392,19.34914805049431,8.379553211866433,1.316824171727751,0,0,1,0.75,0
21.01257169541272,159.51041666666654,11.75,0.9791666666666525,0,1,0,0,0
14.295831232340934,15.523841107437766,9.95684990032866,0.8842577741044495,1,0,0,7.833333333333333,0
28.703331639962155,336.43220122892365,5.7472354215338886,0.8762329234778548,0,1,0,76,0
9.946710206258988,20.35284241399687,5.8810033732760445,1.7638001590008814,0,0,1,502.75,0
20.40791573669971,181.93340358376417,1.6112558498158054,0.07365894737875821,0,0,0,2.75,0
21.85073296178101,53.48361322031045,7.523397726751372,2.7837478908006315,0,0,0,12.083333333333332,0
12.794915899820476,106.73209146579882,5.766652248698094,1.727438547698982,0,1,0,309.76666666666665,0
4.904271454554136,350.2548611111123,6.11666666666673,0.5097222222222088,0,1,0,0,0
23.57408037876673,294.21770384053656,5.224892172871692,0.5656294927970131,0,0,0,0.05,0
22.22565571231461,229.77152777777562,5.483333333333321,0.4569444444444456,0,0,0,0,0
14.55084828210859,60.16159426106495,5.894474489576028,1.657792731068534,0,0,0,581.5500000000001,0
7.803909004239021,163.080664951745,2.8514493742180425,2.3653871739677834,0,0,0,9.833333333333332,0
11.022363407039148,40.20626310493302,5.426100773014128,1.9187368950669963,0,0,0,16,0
19.872490458764624,0.042846378908014224,1.0283130937915994,0.03558745163543757,0,1,0,2.5,0
30.304227169752522,0.11301451977530359,2.7123484746046014,0.2487282375494383,0,1,1,2.25,0
21.715061014774317,72.63472222222347,8.766666666666584,2.269444444444424,0,1,0,0,0
0.923627842806781,55.06238310390961,1.4971944938297383,0.8334502294237622,1,1,0,2,0
19.123044920897435,84.66507106483,6.101521710863337,0.883821064830001,0,0,1,21,0
5.843634679238337,224.4821354207233,10.461198258489445,1.0828298651677675,0,1,1,5.666666666666667,0
12.813690300288798,304.30552528238474,7.332606777287681,3.197252495390742,0,0,0,9,0
22.980914903509255,39.02828307119962,0.6787937087934206,2.9328280399114015,0,0,1,0.5,0
3.0127779060585294,254.1138377658971,3.9578368490548397,1.5061988770063044,0,0,0,13.5,0
29.740696823637446,334.3136394264655,6.814016579194576,1.6030272402014178,0,0,0,11.25,0
19.124025483054492,81.1864535829064,5.821064258189493,2.9830310418140726,0,0,1,48,0
25.425056312739866,357.18961884910146,4.550852378427421,0.5125355157678088,0,0,0,6.416666666666667,0
14.780491389868656,23.544444444444096,10.933333333333158,2.088888888888917,0,0,0,0,0
7.982329475979174,2.573268205366489,10.241563071206073,2.14618487203308,1,0,0,0.016666666666666666,0
19.507118964303594,357.60293924599705,9.529458096046467,0.1341892459980639,1,1,0,3.5,0
13.978856497288744,237.81807660354227,4.36616151500248,0.24581228534732583,0,0,0,5.85,0
21.826885378950784,195.06697688624763,1.6074452699374966,0.8427453359748263,1,0,0,1.1333333333333333,0
2.086997958236888,228.21526991395467,5.166477934919371,2.5687578638228037,0,0,0,0.03333333333333333,0
6.14788308712981,211.01180555555223,0.28333333333333455,1.0236111111111088,0,0,0,0,0
18.935981761571306,56.376930060940715,8.625484406339208,0.55401339427413,0,1,0,9.85,0
10.234026155103427,187.6895833333332,7.449999999999878,1.62083333333334,0,0,0,0,0
14.932759455230125,78.50522639500724,9.383015552878271,1.8274486172293505,0,0,0,8.516666666666666,0
6.950162280353068,17.717854090391292,6.771501830606054,3.472461545748114,0,0,0,1.95,0
11.245855248621073,133.33765123795402,7.91139736407483,0.44181790462056686,1,0,0,11,0
26.707411527899513,355.1464354988434,6.7095873213821235,2.4271756122680554,0,0,0,34.95,0
39.52486096875084,174.67045700029527,7.086941500522534,0.16032709196109274,0,1,0,13.85,0
36.678237979170135,112.81616139498172,4.4382101601006,0.5869947283152431,1,0,0,2,0
30.168607685139094,40.538568287452975,11.074361101128833,0.9232372681025891,0,1,0,0.016666666666666663,0
21.57827168120481,162.89142081759908,5.986016608915603,1.752070958586408,0,0,0,1300,0
17.65286865939651,158.1038018337641,4.812104876301861,2.521198166235655,0,1,1,12.399999999999999,0
12.416874728999337,211.83436324603,3.975282095281146,2.671168801585507,0,1,1,0.11666666666666667,0
45.18361296745992,264.2771834721091,6.628960398726307,1.6311498612241642,1,0,0,8.966666666666667,0
18.111664041234842,123.34152154921125,8.196517181025014,2.286256228568365,1,1,1,1.5,0
16.25694539114346,73.86560792107706,3.225409894153252,3.2899476344786187,0,1,1,1,0
21.957245423503444,147.44990105039176,8.50316860957886,0.18917452177891392,0,1,0,12.75,0
17.248880729828414,10.77222222222206,5.466666666666579,3.455555555555619,0,0,0,0,0
3.1492936419136215,72.16218325331731,4.9792611986259,1.5996832533173342,1,0,0,12.5,0
6.717773499793559,37.176192349405255,4.282024999443229,2.5685534605163935,0,1,0,10.083333333333334,0
12.704551882622434,90.82952461743284,4.091409181612639,0.6559135063216978,0,0,0,0.15,0
4.721022312549573,76.03883707862693,0.9320898870426804,0.9257462547065529,0,1,1,0.16666666666666666,0
23.945575415450786,12.481104894910672,9.796422917863792,2.2133395495336576,0,0,0,8.35,0
16.08108112589057,190.0180617775851,1.7101883119755374,1.1736173331407935,1,1,0,6.583333333333333,0
7.389101047845838,141.13071914091714,3.13725938202238,1.282108029806483,0,1,0,1,0
5.175771427745494,167.01919669381786,1.0500159150722095,0.880108861738071,0,1,0,4,0
18.223069907275065,0.1056847388201583,2.536433731683361,0.10859391763080481,1,0,0,2.1333333333333337,1
20.74862987446953,234.09930555555218,2.383333333333359,3.198611111111067,0,0,0,0,0
21.066597801428067,0.7465436778288437,6.082951732104712,0.48959923338452555,0,0,0,0.16666666666666666,0
20.217343830505033,216.059173418112,1.4201620346908073,0.9019376929989958,0,1,0,0.9666666666666667,0
7.903818535064381,140.53105615608328,10.640009451201884,0.06042500080885186,0,0,0,5,0
4.551099197753898,88.0351674496764,4.814522295862203,2.923110689313391,0,0,0,0.25,0
9.327733375141548,82.10041420130455,2.7959405820290977,1.6287524653619723,0,0,0,8.416666666666666,0
16.476804274397452,53.71111111111016,6.9333333333333815,2.577777777777736,0,1,1,0,0
