X1,X2,X3,X4,X5,X6
-13.82663041593444,0.4496741755958622,-4.590812819319668,5.778848296073741,1.117896,1.034671
-4.965487534917403,2.3212961539406796,-10.87126413129922,9.1715185073623,1.468398,1.471473
2.416374138951813,18.990901716531447,4.862774504328048,-3.5318544647720955,1.006707,1.006823
1.822155032874846,16.383885348078092,-1.8046576774511647,-1.19409712940812,1.013417,1.016232
3.775431688874546,16.034191611356434,-5.851080959162994,-1.540914290490289,0.9827865,0.9795311
-17.401930352098272,0.14880900110144335,-3.8256124175125716,7.110451929356776,1.313417,1.026305
-15.7708275365712,-3.62991995502193,-2.371446495508765,-0.9485770296305126,0.8543089,0.8518718
15.67933906312248,-34.068252733758314,-4.943074090832729,12.437206820147775,0.1368527,0.1254688
33.18642857722459,-13.665819251267889,17.641306573204943,-0.48097247647705044,-0.03570647,-0.03940846
35.257047371085484,-13.241807764682891,0.5730003524468188,-2.5900123265011383,0.1147903,0.1152959
-10.54597660858408,2.757081974739572,-3.6125465998273407,4.639454498328546,1.115459,1.119616
-25.592447078634315,-11.950345438395068,5.355116973515422,-5.779368898514547,1.556115,1.484116
-20.48772767451054,-9.424051795604866,-1.5156953779600053,-0.36429801715574195,1.327106,1.186044
-21.885845445779402,-5.321226069270407,7.368313318594591,-0.9570743055283988,0.7980337,0.8085054
11.2104670980733,11.26578139475932,-8.347769155757902,-6.136733880442415,0.9625576,0.9620487
-23.88757118080834,-12.191060906151378,-2.6094739412709345,-3.5359140462555554,1.088007,0.9342002
-18.969323540547094,0.3687922142303286,-3.0228079702025856,5.0918675556775375,1.405661,1.255204
13.705696107687407,8.418434065508308,-1.4062076779068338,-5.805672207573515,0.9698237,0.9689015
5.622446478252623,11.094943553960075,1.4514448545578158,4.169446940180483,1.008499,1.010071
3.326464673831633,18.38615110463187,-0.6797281651590805,-4.06189092115781,0.9940811,0.9946316
-17.341213279581904,2.514284965098303,5.041532268561365,1.941499108557307,1.162369,1.194169
32.83634336411847,-12.390622796344863,-4.615252580342167,1.43239952685677,0.2462974,0.2453567
-17.590287533351418,-10.152438213579586,-3.6425294202541303,-3.188522998060592,1.122795,1.019949
-23.248818243812075,-10.853417357931344,-3.9145897738814,-7.758329482548122,1.361733,1.353059
-17.284349513084972,-8.939916162092652,-2.1732934576683247,-3.563058749352698,0.9948791,1.021555
-19.17592561541745,-4.994727547913904,-2.229669061040661,-2.241611278286356,1.016552,0.8485091
-29.42864999236674,-12.814200799417302,1.526345431462179,-4.475167989314195,1.546865,1.395952
-16.819644244629444,-3.416227839653068,-4.707595291654919,7.660540848542666,1.015409,1.161664
15.811818454347726,5.522647927192888,-4.206359560402353,-3.9873616537446614,0.922397,0.918856
34.632837450319535,-12.414723758455912,-4.987686086102805,-4.285880119420663,0.1806286,0.1786063
1.6596838252681279,19.203049115929506,6.498507519948033,-2.592523466688503,0.9821278,0.9851924
21.78019344083137,-25.17570935677366,-6.072562988776483,20.33178839423988,0.3191571,0.3286655
11.311406378810606,10.819548288214921,-1.9250855715236161,-6.622464659778753,0.9983969,0.9999274
-20.241110808932547,-9.619972411299623,-3.2814524573194124,-10.088594707585308,0.9465256,0.9702226
-20.05218777907487,-3.7195783691906636,-0.6862054261757744,-3.392918581821225,0.6864521,0.7109472
-18.535927165162274,-1.1544245415539303,1.1847412763103207,-1.4146401366752677,1.272913,1.198215
1.500926542183497,12.82715177754225,-4.599534353318637,4.703796491992953,0.9948034,0.9786909
2.499790905503068,19.589783060088493,7.682350006603395,-7.003785582335226,0.9784414,0.9786991
-18.33297446947993,-2.7389193940255345,-3.3097428733924676,1.8570281380911666,1.046428,1.051911
18.500287444745087,5.316529160216445,-0.13382194607723275,-8.971005279573927,0.8868626,0.8872066
-20.876960163522714,-10.288229380054348,-4.975996904129797,-5.9413262205623685,1.107046,1.474273
-34.43280370155299,-18.16877095722459,9.67357265302786,-7.768815730566532,0.5513603,0.6857214
1.3383249582374308,16.115473363966892,-1.626657114429828,1.0474541210662673,1.0145,1.010562
-2.1335569792854363,17.836373491242927,6.951797321417219,6.7351650221798955,0.9472903,0.9480329
4.7715397747720925,16.908410007354256,-0.6153952084692795,-3.8389700557873354,1.019569,1.01849
