x,y
0.8127210992014682,0.7860505510975617
0.817576719444387,0.6529157256939674
0.7153779726920261,0.6949758278627749
0.7268701145550227,0.7582608804109208
0.714854965714018,0.6304722654880149
0.7640027547871724,0.6744542117739714
0.7350923827393686,0.5674897829847595
0.8510905084303907,0.8351830064202705
0.7751495491548542,0.7189213813730035
0.7885944543749658,0.7104277596299169
0.8391900534041874,0.7387307287915124
0.7109381741828021,0.7616598060706384
0.829493583487187,0.7646082853474532
0.8126091693554085,0.7047561350012671
0.7545466164616612,0.6989652077332964
0.7521163370280013,0.691519832115317
0.7547454920790272,0.7153929712097522
0.8068146546720728,0.6721466410808132
0.7860163792352922,0.672922759626122
0.7329795871195017,0.6599436273231867
0.7271237955660209,0.6528480583724915
0.8210735423799385,0.6375603766516126
0.7604414530081183,0.6430109386597027
0.8528245848367286,0.7611311535421611
0.7636539034235097,0.7186511515048488
0.7658720787052952,0.792201607736267
0.7349507536385868,0.6358384359285931
0.7341370374235283,0.6589072999842754
0.8161293908920432,0.7317317968529848
0.8294754529148446,0.8472271268594732
0.7754955938159175,0.6369055289541468
0.7431607206546017,0.6145733800099287
0.7239637181496767,0.7060900764504184
0.7693568492489967,0.6759884732547142
0.7569039933834428,0.7721461343057086
0.7445286269949317,0.7019125279164126
0.8029587248147471,0.7571541756238755
0.798525019020589,0.7542850175097505
0.7396012003334992,0.7011066424874417
0.8348707211577772,0.8075915470233701
0.8895760353219644,0.8773751412468082
0.7866813962721992,0.7175728317855662
0.7241501345306608,0.6573922581976241
0.8044740897531026,0.6840160901902986
0.7855304876176553,0.7505838526386777
0.7676740991478821,0.6969278098916428
0.8186014503967398,0.5875965683750649
0.7749736997178892,0.7036560845287785
0.7873094165891643,0.8257622510090495
0.7740849251882755,0.6965820950460767
0.7687449972520458,0.6612633766730469
0.7276175375536887,0.6733957046367407
0.7566897294389663,0.69623704816587
0.7789516615548024,0.7078311841548681
0.772522932414734,0.6763956091498107
0.7753120900702303,0.8194659942576056
0.8488472062253895,0.7368759292159127
0.7207604409067426,0.6744861116670343
0.7523951275555287,0.6446810007661186
0.7257036989049286,0.7063125380415567
0.8073816653655527,0.6706081869456462
0.74209142077111645,0.7239489784977109
0.7959306942433639,0.7022926414958758
0.8009999431355227,0.6257847966366887
0.72515108240269,0.6766412761420503
0.771547752642818,0.6528660701471423
0.7148892243195448,0.6605031924082134
0.7673834481843541,0.7950476645453144
0.7480146703119824,0.6592369487496854
0.810978073619226,0.6913701237416928
0.7855250112450752,0.5725612978180279
0.8184112367116037,0.8200041183692971
0.7763250265880767,0.7585660326580688
0.7915723617123145,0.7457378459681493
0.8022494130971667,0.7482558250763638
0.6269869471877343,0.5350026013746365
